"Formulation_ID","API concentration final(%)","Chitosan","Alginate","Calcium chloride","TPP","Surfactant_MW","Surfactant_HLB","Surfactant  Concentratin (%)","Particle_Size (nm)","Encapsulation_Efficiency  (%)","Loading_capacity (%)","Zeta_Potential (clean)","SlogP","TPSA","AMW","NumRotatableBonds","NumHBD","NumHBA","NumAromaticRings","NumSaturatedRings","NumAliphaticRings"
148,0.016,0.036,0.00162,0,0.006,1310,15,1.08,505,73.7,,20.2,8.692200000000005,96.36,658.9200000000002,11,2,6,0,3,3
149,0.012,0.036,0.00054,0,0.006,1310,15,0.72,261,65.7,,33.1,8.692200000000005,96.36,658.9200000000002,11,2,6,0,3,3
150,0.012,0.036,0.00162,0,0.006,1310,15,0.72,441,82.8,,21.2,8.692200000000005,96.36,658.9200000000002,11,2,6,0,3,3
151,0.02,0.036,0.00054,0,0.006,1310,15,0.72,247,81.8,,35.1,8.692200000000005,96.36,658.9200000000002,11,2,6,0,3,3
152,0.02,0.036,0.00162,0,0.006,1310,15,0.72,438,55.7,,23,8.692200000000005,96.36,658.9200000000002,11,2,6,0,3,3
153,0.012,0.036,0.00108,0,0.006,1310,15,0.36,310,76.5,,27.6,8.692200000000005,96.36,658.9200000000002,11,2,6,0,3,3
154,0.012,0.036,0.00108,0,0.006,1310,15,1.08,460,61.8,,26.7,8.692200000000005,96.36,658.9200000000002,11,2,6,0,3,3
155,0.02,0.036,0.00108,0,0.006,1310,15,0.36,286,63.7,,33.8,8.692200000000005,96.36,658.9200000000002,11,2,6,0,3,3
156,0.02,0.036,0.00108,0,0.006,1310,15,1.08,439,70.2,,27.6,8.692200000000005,96.36,658.9200000000002,11,2,6,0,3,3
157,0.016,0.036,0.00108,0,0.006,1310,15,0.72,325,64.8,,26.9,8.692200000000005,96.36,658.9200000000002,11,2,6,0,3,3
158,0.016,0.036,0.00108,0,0.006,1310,15,0.72,341,62.6,,25.7,8.692200000000005,96.36,658.9200000000002,11,2,6,0,3,3
159,0.016,0.036,0.00108,0,0.006,1310,15,0.72,336,65.7,,27.6,8.692200000000005,96.36,658.9200000000002,11,2,6,0,3,3
160,0.05,0.045,0.008,0.0125,0,0,0,0,457.3,70.79,35.395,,0.3861000000000004,160.82,416.38200000000006,3,6,9,3,1,1
